0.0913199,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Steelix,dragon tail.crunch.heavy slam,Alolan golem,rock throw.rock blast.wild charge,Mantine,bubble.ice beam.aerial ace
0.0913203,Lapras,water gun.surf.blizzard,Sealeo,powder snow.body slam.aurora beam,Froslass,powder snow.avalanche.shadow ball,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Alolan graveler,rock throw.rock blast.thunderbolt
0.0913211,Abomasnow,razor leaf.outrage.blizzard,Alolan graveler,rock throw.rock blast.thunderbolt,Alolan golem,rock throw.rock blast.wild charge,Lanturn,charge beam.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb,Quagsire,mud shot.stone edge.earthquake
0.0913232,Altaria,dragon breat.sky attack.dragon pulse,Sealeo,water gun.body slam.aurora beam,Froslass,powder snow.avalanche.shadow ball,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon
0.0913244,Cloyster,ice shard.avalanche.hydro pump,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Skarmory,air slash.sky attack.flash cannon,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,water gun.thunderbolt.hydro pump
0.0913244,Alolan sandslash,powder snow.gyro ball.bulldoze,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Alolan graveler,rock throw.rock blast.thunderbolt,Lanturn,water gun.thunderbolt.hydro pump
0.0913244,Lapras,water gun.surf.blizzard,Sealeo,powder snow.body slam.aurora beam,Froslass,powder snow.avalanche.shadow ball,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam
0.0913256,Lapras,water gun.surf.blizzard,Sealeo,water gun.body slam.aurora beam,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Skarmory,steel wing.sky attack.flash cannon,Steelix,dragon tail.crunch.heavy slam
0.0913264,Lapras,water gun.surf.blizzard,Froslass,powder snow.avalanche.shadow ball,Abomasnow,razor leaf.outrage.blizzard,Mantine,bubble.ice beam.aerial ace,Lanturn,water gun.thunderbolt.hydro pump,Magneton,thunder shock.discharge.magnet bomb
0.0913264,Lapras,water gun.surf.blizzard,Dewgong,ice shard.icy wind.water pulse,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Whiscash,mud shot.mud bomb.water pulse,Quagsire,mud shot.stone edge.earthquake
0.0913268,Altaria,dragon breat.sky attack.dragon pulse,Sealeo,powder snow.body slam.aurora beam,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Steelix,dragon tail.crunch.heavy slam,Quagsire,mud shot.stone edge.earthquake
0.0913301,Lapras,water gun.surf.blizzard,Froslass,powder snow.avalanche.shadow ball,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Alolan graveler,rock throw.rock blast.thunderbolt,Magneton,thunder shock.discharge.magnet bomb
0.0913329,Walrein,waterfall.water pulse.earthquake,Abomasnow,razor leaf.outrage.blizzard,Alolan graveler,rock throw.rock blast.thunderbolt,Mantine,bubble.ice beam.aerial ace,Lanturn,water gun.thunderbolt.hydro pump,Quagsire,mud shot.stone edge.earthquake
0.0913354,Sealeo,water gun.body slam.aurora beam,Piloswine,powder snow.avalanche.stone edge,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Alolan graveler,rock throw.rock blast.thunderbolt,Magneton,thunder shock.discharge.magnet bomb
0.0913366,Alolan sandslash,powder snow.gyro ball.bulldoze,Abomasnow,razor leaf.outrage.blizzard,Skarmory,air slash.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb,Whiscash,mud shot.mud bomb.water pulse,Quagsire,mud shot.stone edge.earthquake
0.0913366,Dewgong,ice shard.icy wind.water pulse,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Skarmory,steel wing.sky attack.flash cannon,Magneton,thunder shock.discharge.magnet bomb
0.091337,Altaria,dragon breat.sky attack.dragon pulse,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.solar beam,Alolan graveler,rock throw.rock blast.thunderbolt,Mantine,bubble.ice beam.aerial ace,Quagsire,mud shot.stone edge.earthquake
0.0913374,Sealeo,water gun.body slam.aurora beam,Abomasnow,razor leaf.outrage.blizzard,Mantine,bubble.ice beam.aerial ace,Lanturn,water gun.thunderbolt.hydro pump,Whiscash,mud shot.mud bomb.water pulse,Quagsire,mud shot.stone edge.earthquake
0.0913378,Lapras,water gun.surf.blizzard,Abomasnow,razor leaf.outrage.blizzard,Torterra,razor leaf.stone edge.earthquake,Skarmory,air slash.sky attack.flash cannon,Alolan golem,rock throw.rock blast.wild charge,Whiscash,mud shot.mud bomb.blizzard
