0.0778512,Dewgong,ice shard.icy wind.water pulse,Cloyster,ice shard.avalanche.hydro pump,Froslass,powder snow.avalanche.shadow ball
0.0787732,Jynx,frost breath.avalanche.psyshock,Sneasel,ice shard.ice punch.foul play,Rhyperior,smack down.surf.earthquake
0.0787902,Walrein,frost breath.water pulse.blizzard,Jynx,frost breath.avalanche.psyshock,Mantine,bubble.ice beam.aerial ace
0.0788,Piloswine,powder snow.avalanche.stone edge,Dewgong,ice shard.icy wind.water pulse,Cloyster,ice shard.avalanche.hydro pump
0.0806927,Walrein,frost breath.water pulse.blizzard,Froslass,powder snow.avalanche.shadow ball,Abomasnow,powder snow.outrage.blizzard
0.0812854,Piloswine,powder snow.avalanche.stone edge,Dewgong,ice shard.icy wind.water pulse,Sneasel,ice shard.ice punch.foul play
0.0816537,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Alolan ninetales,powder snow.ice beam.dazzling gleam
0.0818902,Jynx,frost breath.avalanche.psyshock,Sneasel,ice shard.ice punch.foul play,Mantine,bubble.ice beam.aerial ace
0.0827293,Dewgong,ice shard.icy wind.water pulse,Alolan ninetales,powder snow.ice beam.dazzling gleam,Alolan ninetales,powder snow.ice beam.psyshock
0.0832171,Piloswine,powder snow.avalanche.stone edge,Cloyster,ice shard.avalanche.hydro pump,Alolan ninetales,powder snow.ice beam.dazzling gleam
0.0833805,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Rhyperior,smack down.surf.earthquake
0.0835683,Mamoswine,powder snow.avalanche.ancient power,Dewgong,ice shard.icy wind.water pulse,Froslass,powder snow.avalanche.shadow ball
0.0835707,Mamoswine,powder snow.avalanche.ancient power,Jynx,frost breath.avalanche.psyshock,Rhyperior,smack down.surf.earthquake
0.0838171,Flygon,mud shot.dragon claw.earthquake,Alolan ninetales,powder snow.ice beam.dazzling gleam,Jynx,frost breath.avalanche.psyshock
0.0838317,Flygon,mud shot.dragon claw.earthquake,Sneasel,ice shard.ice punch.foul play,Abomasnow,powder snow.outrage.blizzard
0.0843097,Walrein,frost breath.water pulse.blizzard,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,powder snow.outrage.blizzard
0.0845854,Piloswine,powder snow.avalanche.stone edge,Sneasel,ice shard.ice punch.foul play,Abomasnow,powder snow.outrage.blizzard
0.0846268,Cloyster,ice shard.avalanche.hydro pump,Froslass,powder snow.avalanche.shadow ball,Alolan ninetales,powder snow.ice beam.psyshock
0.0848341,Cloyster,ice shard.avalanche.hydro pump,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,powder snow.outrage.blizzard
0.0851537,Mamoswine,powder snow.avalanche.ancient power,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,powder snow.outrage.blizzard
0.0862366,Piloswine,powder snow.avalanche.stone edge,Froslass,powder snow.avalanche.shadow ball,Alolan ninetales,powder snow.ice beam.dazzling gleam
0.0863488,Gyarados,dragon breath.crunch.outrage,Walrein,frost breath.water pulse.blizzard,Jynx,frost breath.avalanche.psyshock
0.0864244,Walrein,frost breath.water pulse.blizzard,Dewgong,ice shard.icy wind.water pulse,Alolan ninetales,powder snow.ice beam.psyshock
0.0866049,Dewgong,ice shard.icy wind.water pulse,Alolan ninetales,powder snow.ice beam.psyshock,Jynx,frost breath.avalanche.psyshock
0.0873341,Gyarados,dragon breath.crunch.outrage,Jynx,frost breath.avalanche.psyshock,Abomasnow,powder snow.outrage.blizzard
0.0876439,Dewgong,ice shard.icy wind.water pulse,Alolan ninetales,powder snow.ice beam.psyshock,Sneasel,ice shard.ice punch.foul play
0.0882683,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Marshtomp,water gun.surf.mud bomb
0.0888536,Mamoswine,powder snow.avalanche.ancient power,Cloyster,ice shard.avalanche.hydro pump,Alolan ninetales,powder snow.ice beam.psyshock
0.0891854,Piloswine,powder snow.avalanche.stone edge,Jynx,frost breath.avalanche.psyshock,Rhyperior,smack down.surf.earthquake
0.0899634,Mamoswine,powder snow.avalanche.ancient power,Froslass,powder snow.avalanche.shadow ball,Alolan ninetales,powder snow.ice beam.psyshock
0.0904561,Flygon,mud shot.dragon claw.earthquake,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.water pulse
0.0904927,Piloswine,powder snow.avalanche.stone edge,Dewgong,ice shard.icy wind.water pulse,Froslass,powder snow.avalanche.shadow ball
0.0909268,Flygon,mud shot.dragon claw.earthquake,Piloswine,powder snow.avalanche.stone edge,Sneasel,ice shard.ice punch.foul play
0.0912244,Walrein,frost breath.water pulse.blizzard,Sneasel,ice shard.ice punch.foul play,Mantine,bubble.ice beam.aerial ace
0.0912317,Flygon,mud shot.dragon claw.earthquake,Marshtomp,water gun.surf.mud bomb,Whiscash,mud shot.mud bomb.blizzard
0.0914195,Mamoswine,powder snow.avalanche.ancient power,Jynx,frost breath.avalanche.psyshock,Mantine,bubble.ice beam.aerial ace
0.0934781,Mamoswine,powder snow.avalanche.ancient power,Dewgong,ice shard.icy wind.water pulse,Alolan ninetales,powder snow.ice beam.dazzling gleam
0.0939561,Walrein,frost breath.water pulse.blizzard,Piloswine,powder snow.avalanche.stone edge,Alolan ninetales,powder snow.ice beam.psyshock
0.0940683,Dewgong,ice shard.icy wind.water pulse,Cloyster,ice shard.avalanche.hydro pump,Alolan ninetales,powder snow.ice beam.psyshock
0.0942585,Alolan ninetales,powder snow.ice beam.dazzling gleam,Alolan ninetales,powder snow.ice beam.psyshock,Rhyperior,smack down.surf.earthquake
0.0945439,Gyarados,dragon breath.crunch.outrage,Walrein,frost breath.water pulse.blizzard,Sneasel,ice shard.ice punch.foul play
0.0951927,Flygon,mud shot.dragon claw.earthquake,Mamoswine,powder snow.avalanche.ancient power,Cloyster,ice shard.avalanche.hydro pump
0.0954537,Flygon,mud shot.dragon claw.earthquake,Alolan ninetales,powder snow.ice beam.dazzling gleam,Sneasel,ice shard.ice punch.foul play
0.0956829,Mamoswine,powder snow.avalanche.ancient power,Cloyster,ice shard.avalanche.hydro pump,Abomasnow,powder snow.outrage.blizzard
0.0959195,Walrein,frost breath.water pulse.blizzard,Mamoswine,powder snow.avalanche.ancient power,Mantine,bubble.ice beam.aerial ace
0.0975805,Flygon,mud shot.dragon claw.earthquake,Alolan ninetales,powder snow.ice beam.dazzling gleam,Alolan ninetales,powder snow.ice beam.psyshock
0.0978171,Gyarados,dragon breath.crunch.outrage,Sneasel,ice shard.ice punch.foul play,Abomasnow,powder snow.outrage.blizzard
0.0985122,Mamoswine,powder snow.avalanche.ancient power,Sneasel,ice shard.ice punch.foul play,Rhyperior,smack down.surf.earthquake
0.0991585,Gyarados,dragon breath.crunch.outrage,Walrein,frost breath.water pulse.blizzard,Cloyster,ice shard.avalanche.hydro pump
0.0999488,Froslass,powder snow.avalanche.shadow ball,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,powder snow.outrage.blizzard
0.100229,Jynx,frost breath.avalanche.psyshock,Abomasnow,powder snow.outrage.blizzard,Mantine,bubble.ice beam.aerial ace
0.100966,Dewgong,ice shard.icy wind.water pulse,Jynx,frost breath.avalanche.psyshock,Abomasnow,powder snow.outrage.blizzard
0.101159,Flygon,mud shot.dragon claw.earthquake,Walrein,frost breath.water pulse.blizzard,Piloswine,powder snow.avalanche.stone edge
0.101651,Mamoswine,powder snow.avalanche.ancient power,Froslass,powder snow.avalanche.shadow ball,Abomasnow,powder snow.outrage.blizzard
0.1018,Dewgong,ice shard.icy wind.water pulse,Sneasel,ice shard.ice punch.foul play,Abomasnow,powder snow.outrage.blizzard
0.10248,Piloswine,powder snow.avalanche.stone edge,Sneasel,ice shard.ice punch.foul play,Rhyperior,smack down.surf.earthquake
0.102863,Gyarados,dragon breath.crunch.outrage,Cloyster,ice shard.avalanche.hydro pump,Jynx,frost breath.avalanche.psyshock
0.103229,Walrein,frost breath.water pulse.blizzard,Dewgong,ice shard.icy wind.water pulse,Abomasnow,powder snow.outrage.blizzard
0.103298,Walrein,frost breath.water pulse.blizzard,Sneasel,ice shard.ice punch.foul play,Rhyperior,smack down.surf.earthquake
0.103585,Dewgong,ice shard.icy wind.water pulse,Froslass,powder snow.avalanche.shadow ball,Alolan ninetales,powder snow.ice beam.dazzling gleam
0.103602,Cloyster,ice shard.avalanche.hydro pump,Alolan ninetales,powder snow.ice beam.psyshock,Abomasnow,powder snow.outrage.blizzard
0.103629,Walrein,frost breath.water pulse.blizzard,Piloswine,powder snow.avalanche.stone edge,Abomasnow,powder snow.outrage.blizzard
0.103827,Piloswine,powder snow.avalanche.stone edge,Alolan ninetales,powder snow.ice beam.dazzling gleam,Abomasnow,powder snow.outrage.blizzard
0.103985,Walrein,frost breath.water pulse.blizzard,Jynx,frost breath.avalanche.psyshock,Rhyperior,smack down.surf.earthquake
0.104007,Alolan graveler,rock throw.rock blast.thunderbolt,Alolan golem,rock throw.rock blast.wild charge,Rhyperior,smack down.surf.earthquake
0.104341,Cloyster,ice shard.avalanche.hydro pump,Froslass,powder snow.avalanche.shadow ball,Abomasnow,powder snow.outrage.blizzard
0.104727,Piloswine,powder snow.avalanche.stone edge,Cloyster,ice shard.avalanche.hydro pump,Alolan ninetales,powder snow.ice beam.psyshock
0.104771,Piloswine,powder snow.avalanche.stone edge,Froslass,powder snow.avalanche.shadow ball,Alolan ninetales,powder snow.ice beam.psyshock
